Manufacturer/Name,Rarity,Balance,Category,Min Parts,Max Parts,Weight,Part,Dependencies,Excluders
Ashen,03/Rare,InvBalD_Shield_Anshin_03_Rare,AUGMENT,2,2,1,Part_Shield_Aug_Nova,,"Shield_Part_Rarity_Anshin_02_Uncommon, Shield_Part_Rarity_Hyperion_02_Uncommon, Shield_Part_Rarity_Pangolin_02_Uncommon"
Ashen,03/Rare,InvBalD_Shield_Anshin_03_Rare,AUGMENT,2,2,1,Part_Shield_Aug_Nova,,"Shield_Part_Rarity_Anshin_02_Uncommon, Shield_Part_Rarity_Hyperion_02_Uncommon, Shield_Part_Rarity_Pangolin_02_Uncommon"
Ashen,03/Rare,InvBalD_Shield_Anshin_03_Rare,AUGMENT,2,2,1,Part_Shield_Aug_Nova,,"Shield_Part_Rarity_Anshin_02_Uncommon, Shield_Part_Rarity_Hyperion_02_Uncommon, Shield_Part_Rarity_Pangolin_02_Uncommon"
Ashen,03/Rare,InvBalD_Shield_Anshin_03_Rare,AUGMENT,2,2,1,Part_Shield_Aug_RechargeDelay,,
Ashen,03/Rare,InvBalD_Shield_Anshin_03_Rare,AUGMENT,2,2,1,Part_Shield_Aug_RechargeDelay,,
Ashen,03/Rare,InvBalD_Shield_Anshin_03_Rare,AUGMENT,2,2,1,Part_Shield_Aug_RechargeDelay,,
Ashen,03/Rare,InvBalD_Shield_Anshin_03_Rare,AUGMENT,2,2,1,Part_Shield_Aug_RechargeRate,,
Ashen,03/Rare,InvBalD_Shield_Anshin_03_Rare,AUGMENT,2,2,1,Part_Shield_Aug_RechargeRate,,
Ashen,03/Rare,InvBalD_Shield_Anshin_03_Rare,AUGMENT,2,2,1,Part_Shield_Aug_RechargeRate,,
Ashen,03/Rare,InvBalD_Shield_Anshin_03_Rare,AUGMENT,2,2,1,Part_Shield_Aug_Reflect,,"Shield_Part_Rarity_Anshin_02_Uncommon, Shield_Part_Rarity_Hyperion_02_Uncommon, Shield_Part_Rarity_Pangolin_02_Uncommon"
Ashen,03/Rare,InvBalD_Shield_Anshin_03_Rare,AUGMENT,2,2,1,Part_Shield_Aug_Reflect,,"Shield_Part_Rarity_Anshin_02_Uncommon, Shield_Part_Rarity_Hyperion_02_Uncommon, Shield_Part_Rarity_Pangolin_02_Uncommon"
Ashen,03/Rare,InvBalD_Shield_Anshin_03_Rare,AUGMENT,2,2,1,Part_Shield_Aug_Reflect,,"Shield_Part_Rarity_Anshin_02_Uncommon, Shield_Part_Rarity_Hyperion_02_Uncommon, Shield_Part_Rarity_Pangolin_02_Uncommon"
Ashen,03/Rare,InvBalD_Shield_Anshin_03_Rare,AUGMENT,2,2,1,Part_Shield_Aug_Resistance,,"Shield_Part_Rarity_Anshin_02_Uncommon, Shield_Part_Rarity_Hyperion_02_Uncommon, Shield_Part_Rarity_Pangolin_02_Uncommon"
Ashen,03/Rare,InvBalD_Shield_Anshin_03_Rare,AUGMENT,2,2,1,Part_Shield_Aug_Resistance,,"Shield_Part_Rarity_Anshin_02_Uncommon, Shield_Part_Rarity_Hyperion_02_Uncommon, Shield_Part_Rarity_Pangolin_02_Uncommon"
Ashen,03/Rare,InvBalD_Shield_Anshin_03_Rare,AUGMENT,2,2,1,Part_Shield_Aug_Resistance,,"Shield_Part_Rarity_Anshin_02_Uncommon, Shield_Part_Rarity_Hyperion_02_Uncommon, Shield_Part_Rarity_Pangolin_02_Uncommon"
Ashen,03/Rare,InvBalD_Shield_Anshin_03_Rare,AUGMENT,2,2,1,Part_Shield_Aug_Roid,,
Ashen,03/Rare,InvBalD_Shield_Anshin_03_Rare,AUGMENT,2,2,1,Part_Shield_Aug_Roid,,
Ashen,03/Rare,InvBalD_Shield_Anshin_03_Rare,AUGMENT,2,2,1,Part_Shield_Aug_Roid,,
Ashen,03/Rare,InvBalD_Shield_Anshin_03_Rare,AUGMENT,2,2,1,Part_Shield_Aug_Spike,,
Ashen,03/Rare,InvBalD_Shield_Anshin_03_Rare,AUGMENT,2,2,1,Part_Shield_Aug_Spike,,
Ashen,03/Rare,InvBalD_Shield_Anshin_03_Rare,AUGMENT,2,2,1,Part_Shield_Aug_Spike,,
Ashen,03/Rare,InvBalD_Shield_Anshin_03_Rare,AUGMENT,2,2,1,Part_Shield_Aug_TriggerHappy,,"Shield_Part_Rarity_Anshin_02_Uncommon, Shield_Part_Rarity_Hyperion_02_Uncommon, Shield_Part_Rarity_Pangolin_02_Uncommon"
Ashen,03/Rare,InvBalD_Shield_Anshin_03_Rare,AUGMENT,2,2,1,Part_Shield_Aug_TriggerHappy,,"Shield_Part_Rarity_Anshin_02_Uncommon, Shield_Part_Rarity_Hyperion_02_Uncommon, Shield_Part_Rarity_Pangolin_02_Uncommon"
Ashen,03/Rare,InvBalD_Shield_Anshin_03_Rare,AUGMENT,2,2,1,Part_Shield_Aug_TriggerHappy,,"Shield_Part_Rarity_Anshin_02_Uncommon, Shield_Part_Rarity_Hyperion_02_Uncommon, Shield_Part_Rarity_Pangolin_02_Uncommon"
Ashen,03/Rare,InvBalD_Shield_Anshin_03_Rare,AUGMENT,2,2,1,Part_Shield_Aug_Turtle,,"Shield_Part_Rarity_Anshin_02_Uncommon, Shield_Part_Rarity_Hyperion_02_Uncommon, Shield_Part_Rarity_Pangolin_02_Uncommon"
Ashen,03/Rare,InvBalD_Shield_Anshin_03_Rare,AUGMENT,2,2,1,Part_Shield_Aug_Turtle,,"Shield_Part_Rarity_Anshin_02_Uncommon, Shield_Part_Rarity_Hyperion_02_Uncommon, Shield_Part_Rarity_Pangolin_02_Uncommon"
Ashen,03/Rare,InvBalD_Shield_Anshin_03_Rare,AUGMENT,2,2,1,Part_Shield_Aug_Turtle,,"Shield_Part_Rarity_Anshin_02_Uncommon, Shield_Part_Rarity_Hyperion_02_Uncommon, Shield_Part_Rarity_Pangolin_02_Uncommon"
Ashen,03/Rare,InvBalD_Shield_Anshin_03_Rare,ELEMENT,1,1,1,Shield_Part_Element_Normal,,"Part_Shield_Aug_Nova, Part_Shield_Aug_Resistance"
Ashen,03/Rare,InvBalD_Shield_Anshin_03_Rare,ELEMENT,1,1,0.1,Shield_Part_Element_Fire,,
Ashen,03/Rare,InvBalD_Shield_Anshin_03_Rare,ELEMENT,1,1,0.1,Shield_Part_Element_Cryo,,
Ashen,03/Rare,InvBalD_Shield_Anshin_03_Rare,ELEMENT,1,1,0.1,Shield_Part_Element_Poison,,
Ashen,03/Rare,InvBalD_Shield_Anshin_03_Rare,ELEMENT,1,1,0.1,Shield_Part_Element_Shock,,
Ashen,03/Rare,InvBalD_Shield_Anshin_03_Rare,ELEMENT,1,1,0.1,Shield_Part_Element_DarkMagic,,
Ashen,03/Rare,InvBalD_Shield_Anshin_03_Rare,MATERIAL,1,1,1,Shield_Part_Material_Anshin_03_Rare,,
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,BODY,1,1,1,Shield_Part_Body_01_Anshin,,
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,RARITY,1,1,1,Shield_Part_Rarity_Anshin_04_VeryRare,,
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,AUGMENT,3,3,1,Part_Shield_Aug_Absorb,,
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,AUGMENT,3,3,1,Part_Shield_Aug_Absorb,,
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,AUGMENT,3,3,1,Part_Shield_Aug_Absorb,,
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,AUGMENT,3,3,1,Part_Shield_Aug_Adrenaline,,
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,AUGMENT,3,3,1,Part_Shield_Aug_Adrenaline,,
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,AUGMENT,3,3,1,Part_Shield_Aug_Adrenaline,,
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,AUGMENT,3,3,1,Part_Shield_Aug_Amp,,
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,AUGMENT,3,3,1,Part_Shield_Aug_Amp,,
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,AUGMENT,3,3,1,Part_Shield_Aug_Amp,,
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,AUGMENT,3,3,1,Part_Shield_Aug_Capacity,,
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,AUGMENT,3,3,1,Part_Shield_Aug_Capacity,,
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,AUGMENT,3,3,1,Part_Shield_Aug_Capacity,,
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,AUGMENT,3,3,1,Part_Shield_Aug_Nova,,"Shield_Part_Rarity_Anshin_02_Uncommon, Shield_Part_Rarity_Hyperion_02_Uncommon, Shield_Part_Rarity_Pangolin_02_Uncommon"
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,AUGMENT,3,3,1,Part_Shield_Aug_Nova,,"Shield_Part_Rarity_Anshin_02_Uncommon, Shield_Part_Rarity_Hyperion_02_Uncommon, Shield_Part_Rarity_Pangolin_02_Uncommon"
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,AUGMENT,3,3,1,Part_Shield_Aug_Nova,,"Shield_Part_Rarity_Anshin_02_Uncommon, Shield_Part_Rarity_Hyperion_02_Uncommon, Shield_Part_Rarity_Pangolin_02_Uncommon"
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,AUGMENT,3,3,1,Part_Shield_Aug_RechargeDelay,,
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,AUGMENT,3,3,1,Part_Shield_Aug_RechargeDelay,,
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,AUGMENT,3,3,1,Part_Shield_Aug_RechargeDelay,,
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,AUGMENT,3,3,1,Part_Shield_Aug_RechargeRate,,
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,AUGMENT,3,3,1,Part_Shield_Aug_RechargeRate,,
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,AUGMENT,3,3,1,Part_Shield_Aug_RechargeRate,,
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,AUGMENT,3,3,1,Part_Shield_Aug_Reflect,,"Shield_Part_Rarity_Anshin_02_Uncommon, Shield_Part_Rarity_Hyperion_02_Uncommon, Shield_Part_Rarity_Pangolin_02_Uncommon"
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,AUGMENT,3,3,1,Part_Shield_Aug_Reflect,,"Shield_Part_Rarity_Anshin_02_Uncommon, Shield_Part_Rarity_Hyperion_02_Uncommon, Shield_Part_Rarity_Pangolin_02_Uncommon"
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,AUGMENT,3,3,1,Part_Shield_Aug_Reflect,,"Shield_Part_Rarity_Anshin_02_Uncommon, Shield_Part_Rarity_Hyperion_02_Uncommon, Shield_Part_Rarity_Pangolin_02_Uncommon"
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,AUGMENT,3,3,1,Part_Shield_Aug_Resistance,,"Shield_Part_Rarity_Anshin_02_Uncommon, Shield_Part_Rarity_Hyperion_02_Uncommon, Shield_Part_Rarity_Pangolin_02_Uncommon"
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,AUGMENT,3,3,1,Part_Shield_Aug_Resistance,,"Shield_Part_Rarity_Anshin_02_Uncommon, Shield_Part_Rarity_Hyperion_02_Uncommon, Shield_Part_Rarity_Pangolin_02_Uncommon"
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,AUGMENT,3,3,1,Part_Shield_Aug_Resistance,,"Shield_Part_Rarity_Anshin_02_Uncommon, Shield_Part_Rarity_Hyperion_02_Uncommon, Shield_Part_Rarity_Pangolin_02_Uncommon"
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,AUGMENT,3,3,1,Part_Shield_Aug_Roid,,
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,AUGMENT,3,3,1,Part_Shield_Aug_Roid,,
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,AUGMENT,3,3,1,Part_Shield_Aug_Roid,,
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,AUGMENT,3,3,1,Part_Shield_Aug_Spike,,
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,AUGMENT,3,3,1,Part_Shield_Aug_Spike,,
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,AUGMENT,3,3,1,Part_Shield_Aug_Spike,,
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,AUGMENT,3,3,1,Part_Shield_Aug_TriggerHappy,,"Shield_Part_Rarity_Anshin_02_Uncommon, Shield_Part_Rarity_Hyperion_02_Uncommon, Shield_Part_Rarity_Pangolin_02_Uncommon"
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,AUGMENT,3,3,1,Part_Shield_Aug_TriggerHappy,,"Shield_Part_Rarity_Anshin_02_Uncommon, Shield_Part_Rarity_Hyperion_02_Uncommon, Shield_Part_Rarity_Pangolin_02_Uncommon"
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,AUGMENT,3,3,1,Part_Shield_Aug_TriggerHappy,,"Shield_Part_Rarity_Anshin_02_Uncommon, Shield_Part_Rarity_Hyperion_02_Uncommon, Shield_Part_Rarity_Pangolin_02_Uncommon"
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,AUGMENT,3,3,1,Part_Shield_Aug_Turtle,,"Shield_Part_Rarity_Anshin_02_Uncommon, Shield_Part_Rarity_Hyperion_02_Uncommon, Shield_Part_Rarity_Pangolin_02_Uncommon"
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,AUGMENT,3,3,1,Part_Shield_Aug_Turtle,,"Shield_Part_Rarity_Anshin_02_Uncommon, Shield_Part_Rarity_Hyperion_02_Uncommon, Shield_Part_Rarity_Pangolin_02_Uncommon"
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,AUGMENT,3,3,1,Part_Shield_Aug_Turtle,,"Shield_Part_Rarity_Anshin_02_Uncommon, Shield_Part_Rarity_Hyperion_02_Uncommon, Shield_Part_Rarity_Pangolin_02_Uncommon"
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,ELEMENT,1,1,1,Shield_Part_Element_Normal,,"Part_Shield_Aug_Nova, Part_Shield_Aug_Resistance"
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,ELEMENT,1,1,0.1,Shield_Part_Element_Fire,,
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,ELEMENT,1,1,0.1,Shield_Part_Element_Cryo,,
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,ELEMENT,1,1,0.1,Shield_Part_Element_Poison,,
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,ELEMENT,1,1,0.1,Shield_Part_Element_Shock,,
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,ELEMENT,1,1,0.1,Shield_Part_Element_DarkMagic,,
Ashen,04/Very Rare,InvBalD_Shield_Anshin_04_VeryRare,MATERIAL,1,1,1,Shield_Part_Material_Anshin_04_VeryRare,,
Hyperius,01/Common,InvBalD_Shield_Hyperion_01_Common,BODY,1,1,1,Shield_Part_Body_03_Hyperion,,
Hyperius,01/Common,InvBalD_Shield_Hyperion_01_Common,RARITY,1,1,1,Shield_Part_Rarity_Hyperion_01_Common,,
Hyperius,01/Common,InvBalD_Shield_Hyperion_01_Common,AUGMENT,1,1,1,Shield_Part_Aug_00_None,,
Hyperius,01/Common,InvBalD_Shield_Hyperion_01_Common,ELEMENT,1,1,1,Shield_Part_Element_Normal,,"Part_Shield_Aug_Nova, Part_Shield_Aug_Resistance"
Hyperius,01/Common,InvBalD_Shield_Hyperion_01_Common,MATERIAL,1,1,1,Shield_Part_Material_Hyperion_01_Common,,
