Type/Name,Rarity,Balance,Category,Min Parts,Max Parts,Weight,Part,Dependencies,Excluders
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.041667,Part_Ring_Minor_Skill_Cooldown,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.041667,Part_Ring_Minor_Skill_Cooldown,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.041667,Part_Ring_Minor_Skill_Cooldown,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.041667,Part_Ring_Minor_Skill_Duration,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.041667,Part_Ring_Minor_Skill_Duration,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.041667,Part_Ring_Minor_Skill_Duration,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.041667,Part_Ring_Minor_Skill_CritChance,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.041667,Part_Ring_Minor_Skill_CritChance,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.041667,Part_Ring_Minor_Skill_CritChance,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.041667,Part_Ring_Minor_Skill_CritDamage,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.041667,Part_Ring_Minor_Skill_CritDamage,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.041667,Part_Ring_Minor_Skill_CritDamage,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.055556,Part_Ring_Minor_Spell_CritDamage,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.055556,Part_Ring_Minor_Spell_CritDamage,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.055556,Part_Ring_Minor_Spell_CritDamage,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.055556,Part_Ring_Minor_Spell_Radius,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.055556,Part_Ring_Minor_Spell_Radius,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.055556,Part_Ring_Minor_Spell_Radius,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.055556,Part_Ring_Minor_Spell_Crit,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.055556,Part_Ring_Minor_Spell_Crit,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.055556,Part_Ring_Minor_Spell_Crit,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.032222,Part_Ring_GunType_AR_CritDamage,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.032222,Part_Ring_GunType_AR_CritDamage,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.032222,Part_Ring_GunType_AR_CritDamage,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.017222,Part_Ring_GunType_AR_MagazineSize,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.017222,Part_Ring_GunType_AR_MagazineSize,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.017222,Part_Ring_GunType_AR_MagazineSize,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.017222,Part_Ring_GunType_AR_Reload,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.017222,Part_Ring_GunType_AR_Reload,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.017222,Part_Ring_GunType_AR_Reload,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.032222,Part_Ring_GunType_PS_CritDamage,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.032222,Part_Ring_GunType_PS_CritDamage,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.032222,Part_Ring_GunType_PS_CritDamage,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.017222,Part_Ring_GunType_PS_MagazineSize,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.017222,Part_Ring_GunType_PS_MagazineSize,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.017222,Part_Ring_GunType_PS_MagazineSize,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.017222,Part_Ring_GunType_PS_Reload,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.017222,Part_Ring_GunType_PS_Reload,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.017222,Part_Ring_GunType_PS_Reload,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.032222,Part_Ring_GunType_SG_CritDamage,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.032222,Part_Ring_GunType_SG_CritDamage,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.032222,Part_Ring_GunType_SG_CritDamage,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.017222,Part_Ring_GunType_SG_MagazineSize,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.017222,Part_Ring_GunType_SG_MagazineSize,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.017222,Part_Ring_GunType_SG_MagazineSize,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.017222,Part_Ring_GunType_SG_Reload,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.017222,Part_Ring_GunType_SG_Reload,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.017222,Part_Ring_GunType_SG_Reload,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.032222,Part_Ring_GunType_SMG_CritDamage,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.032222,Part_Ring_GunType_SMG_CritDamage,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.032222,Part_Ring_GunType_SMG_CritDamage,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.017222,Part_Ring_GunType_SMG_MagazineSize,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.017222,Part_Ring_GunType_SMG_MagazineSize,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.017222,Part_Ring_GunType_SMG_MagazineSize,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.017222,Part_Ring_GunType_SMG_Reload,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.017222,Part_Ring_GunType_SMG_Reload,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.017222,Part_Ring_GunType_SMG_Reload,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.032222,Part_Ring_GunType_SR_CritDamage,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.032222,Part_Ring_GunType_SR_CritDamage,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.032222,Part_Ring_GunType_SR_CritDamage,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.017222,Part_Ring_GunType_SR_MagazineSize,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.017222,Part_Ring_GunType_SR_MagazineSize,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.017222,Part_Ring_GunType_SR_MagazineSize,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.017222,Part_Ring_GunType_SR_Reload,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.017222,Part_Ring_GunType_SR_Reload,,
Generic,01/Common,Balance_Rings_01_Common,MINOR,1,1,0.017222,Part_Ring_GunType_SR_Reload,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,RARITY,1,1,1,Part_Ring_02_Uncommon,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MAJOR,1,1,1,Part_Ring_Major_Damage_Companion,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MAJOR,1,1,1,Part_Ring_Major_Damage_Melee,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MAJOR,1,1,1,Part_Ring_Major_Damage_Skill,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MAJOR,1,1,1,Part_Ring_Major_Damage_Spell,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MAJOR,1,1,1,Part_Ring_Major_Damage_Gun,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MAJOR,1,1,1,Part_Ring_Major_None,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.03125,Part_Ring_Minor_Companion_CritChance,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.03125,Part_Ring_Minor_Companion_CritChance,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.03125,Part_Ring_Minor_Companion_CritChance,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.03125,Part_Ring_Minor_Companion_CritDamage,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.03125,Part_Ring_Minor_Companion_CritDamage,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.03125,Part_Ring_Minor_Companion_CritDamage,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.010417,Part_Ring_Minor_Companion_Health,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.010417,Part_Ring_Minor_Companion_Health,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.010417,Part_Ring_Minor_Companion_Health,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.083333,Part_Ring_Minor_DarkMagicMaxLeech,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.083333,Part_Ring_Minor_DarkMagicMaxLeech,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.083333,Part_Ring_Minor_DarkMagicMaxLeech,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.083333,Part_Ring_Minor_Melee_CritChance,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.083333,Part_Ring_Minor_Melee_CritChance,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.083333,Part_Ring_Minor_Melee_CritChance,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.083333,Part_Ring_Minor_Melee_CritDamage,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.083333,Part_Ring_Minor_Melee_CritDamage,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.083333,Part_Ring_Minor_Melee_CritDamage,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.041667,Part_Ring_Minor_Skill_Cooldown,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.041667,Part_Ring_Minor_Skill_Cooldown,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.041667,Part_Ring_Minor_Skill_Cooldown,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.041667,Part_Ring_Minor_Skill_Duration,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.041667,Part_Ring_Minor_Skill_Duration,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.041667,Part_Ring_Minor_Skill_Duration,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.041667,Part_Ring_Minor_Skill_CritChance,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.041667,Part_Ring_Minor_Skill_CritChance,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.041667,Part_Ring_Minor_Skill_CritChance,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.041667,Part_Ring_Minor_Skill_CritDamage,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.041667,Part_Ring_Minor_Skill_CritDamage,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.041667,Part_Ring_Minor_Skill_CritDamage,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.055556,Part_Ring_Minor_Spell_CritDamage,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.055556,Part_Ring_Minor_Spell_CritDamage,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.055556,Part_Ring_Minor_Spell_CritDamage,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.055556,Part_Ring_Minor_Spell_Radius,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.055556,Part_Ring_Minor_Spell_Radius,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.055556,Part_Ring_Minor_Spell_Radius,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.055556,Part_Ring_Minor_Spell_Crit,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.055556,Part_Ring_Minor_Spell_Crit,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.055556,Part_Ring_Minor_Spell_Crit,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.032222,Part_Ring_GunType_AR_CritDamage,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.032222,Part_Ring_GunType_AR_CritDamage,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.032222,Part_Ring_GunType_AR_CritDamage,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.017222,Part_Ring_GunType_AR_MagazineSize,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.017222,Part_Ring_GunType_AR_MagazineSize,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.017222,Part_Ring_GunType_AR_MagazineSize,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.017222,Part_Ring_GunType_AR_Reload,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.017222,Part_Ring_GunType_AR_Reload,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.017222,Part_Ring_GunType_AR_Reload,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.032222,Part_Ring_GunType_PS_CritDamage,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.032222,Part_Ring_GunType_PS_CritDamage,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.032222,Part_Ring_GunType_PS_CritDamage,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.017222,Part_Ring_GunType_PS_MagazineSize,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.017222,Part_Ring_GunType_PS_MagazineSize,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.017222,Part_Ring_GunType_PS_MagazineSize,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.017222,Part_Ring_GunType_PS_Reload,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.017222,Part_Ring_GunType_PS_Reload,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.017222,Part_Ring_GunType_PS_Reload,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.032222,Part_Ring_GunType_SG_CritDamage,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.032222,Part_Ring_GunType_SG_CritDamage,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.032222,Part_Ring_GunType_SG_CritDamage,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.017222,Part_Ring_GunType_SG_MagazineSize,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.017222,Part_Ring_GunType_SG_MagazineSize,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.017222,Part_Ring_GunType_SG_MagazineSize,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.017222,Part_Ring_GunType_SG_Reload,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.017222,Part_Ring_GunType_SG_Reload,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.017222,Part_Ring_GunType_SG_Reload,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.032222,Part_Ring_GunType_SMG_CritDamage,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.032222,Part_Ring_GunType_SMG_CritDamage,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.032222,Part_Ring_GunType_SMG_CritDamage,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.017222,Part_Ring_GunType_SMG_MagazineSize,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.017222,Part_Ring_GunType_SMG_MagazineSize,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.017222,Part_Ring_GunType_SMG_MagazineSize,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.017222,Part_Ring_GunType_SMG_Reload,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.017222,Part_Ring_GunType_SMG_Reload,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.017222,Part_Ring_GunType_SMG_Reload,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.032222,Part_Ring_GunType_SR_CritDamage,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.032222,Part_Ring_GunType_SR_CritDamage,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.032222,Part_Ring_GunType_SR_CritDamage,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.017222,Part_Ring_GunType_SR_MagazineSize,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.017222,Part_Ring_GunType_SR_MagazineSize,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.017222,Part_Ring_GunType_SR_MagazineSize,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.017222,Part_Ring_GunType_SR_Reload,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.017222,Part_Ring_GunType_SR_Reload,,
Generic,02/Uncommon,Balance_Rings_02_Uncommon,MINOR,1,1,0.017222,Part_Ring_GunType_SR_Reload,,
Generic,03/Rare,Balance_Rings_03_Rare,RARITY,1,1,1,Part_Ring_03_Rare,,
Generic,03/Rare,Balance_Rings_03_Rare,MAJOR,1,1,1,Part_Ring_Major_Damage_Companion,,
Generic,03/Rare,Balance_Rings_03_Rare,MAJOR,1,1,1,Part_Ring_Major_Damage_Melee,,
Generic,03/Rare,Balance_Rings_03_Rare,MAJOR,1,1,1,Part_Ring_Major_Damage_Skill,,
Generic,03/Rare,Balance_Rings_03_Rare,MAJOR,1,1,1,Part_Ring_Major_Damage_Spell,,
Generic,03/Rare,Balance_Rings_03_Rare,MAJOR,1,1,1,Part_Ring_Major_Damage_Gun,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.03125,Part_Ring_Minor_Companion_CritChance,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.03125,Part_Ring_Minor_Companion_CritChance,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.03125,Part_Ring_Minor_Companion_CritChance,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.03125,Part_Ring_Minor_Companion_CritDamage,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.03125,Part_Ring_Minor_Companion_CritDamage,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.03125,Part_Ring_Minor_Companion_CritDamage,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.010417,Part_Ring_Minor_Companion_Health,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.010417,Part_Ring_Minor_Companion_Health,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.010417,Part_Ring_Minor_Companion_Health,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.083333,Part_Ring_Minor_DarkMagicMaxLeech,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.083333,Part_Ring_Minor_DarkMagicMaxLeech,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.083333,Part_Ring_Minor_DarkMagicMaxLeech,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.083333,Part_Ring_Minor_Melee_CritChance,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.083333,Part_Ring_Minor_Melee_CritChance,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.083333,Part_Ring_Minor_Melee_CritChance,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.083333,Part_Ring_Minor_Melee_CritDamage,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.083333,Part_Ring_Minor_Melee_CritDamage,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.083333,Part_Ring_Minor_Melee_CritDamage,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.041667,Part_Ring_Minor_Skill_Cooldown,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.041667,Part_Ring_Minor_Skill_Cooldown,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.041667,Part_Ring_Minor_Skill_Cooldown,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.041667,Part_Ring_Minor_Skill_Duration,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.041667,Part_Ring_Minor_Skill_Duration,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.041667,Part_Ring_Minor_Skill_Duration,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.041667,Part_Ring_Minor_Skill_CritChance,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.041667,Part_Ring_Minor_Skill_CritChance,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.041667,Part_Ring_Minor_Skill_CritChance,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.041667,Part_Ring_Minor_Skill_CritDamage,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.041667,Part_Ring_Minor_Skill_CritDamage,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.041667,Part_Ring_Minor_Skill_CritDamage,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.055556,Part_Ring_Minor_Spell_CritDamage,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.055556,Part_Ring_Minor_Spell_CritDamage,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.055556,Part_Ring_Minor_Spell_CritDamage,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.055556,Part_Ring_Minor_Spell_Radius,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.055556,Part_Ring_Minor_Spell_Radius,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.055556,Part_Ring_Minor_Spell_Radius,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.055556,Part_Ring_Minor_Spell_Crit,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.055556,Part_Ring_Minor_Spell_Crit,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.055556,Part_Ring_Minor_Spell_Crit,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.032222,Part_Ring_GunType_AR_CritDamage,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.032222,Part_Ring_GunType_AR_CritDamage,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.032222,Part_Ring_GunType_AR_CritDamage,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.017222,Part_Ring_GunType_AR_MagazineSize,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.017222,Part_Ring_GunType_AR_MagazineSize,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.017222,Part_Ring_GunType_AR_MagazineSize,,
Generic,03/Rare,Balance_Rings_03_Rare,MINOR,1,2,0.017222,Part_Ring_GunType_AR_Reload,,
