Manufacturer/Name,Gun Type,Rarity,Balance,Category,Min Parts,Max Parts,Weight,Part,Dependencies,Excluders
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,TRIGGER,1,1,1,Part_AR_JAK_Trigger_02,,
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,TRIGGER,1,1,1,Part_AR_JAK_Trigger_03,,
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,BARREL,1,1,1,Part_AR_JAK_Barrel_01,,
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,BARREL,1,1,1,Part_AR_JAK_Barrel_02,,
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,BARREL,1,1,1,Part_AR_JAK_Barrel_03,,
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,BARREL,1,1,3,Part_AR_JAK_Barrel_04,,
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,BARREL ACCESSORY,0,2,1,Part_AR_JAK_Barrel_01_A,,"Part_AR_JAK_Barrel_02, Part_AR_JAK_Barrel_03, Part_AR_JAK_Barrel_04"
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,BARREL ACCESSORY,0,2,1,Part_AR_JAK_Barrel_01_B,,"Part_AR_JAK_Barrel_02, Part_AR_JAK_Barrel_03, Part_AR_JAK_Barrel_04"
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,BARREL ACCESSORY,0,2,1,Part_AR_JAK_Barrel_01_C,,"Part_AR_JAK_Barrel_02, Part_AR_JAK_Barrel_03, Part_AR_JAK_Barrel_04"
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,BARREL ACCESSORY,0,2,1,Part_AR_JAK_Barrel_02_A,,"Part_AR_JAK_Barrel_01, Part_AR_JAK_Barrel_03, Part_AR_JAK_Barrel_04"
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,BARREL ACCESSORY,0,2,1,Part_AR_JAK_Barrel_02_B,,"Part_AR_JAK_Barrel_01, Part_AR_JAK_Barrel_03, Part_AR_JAK_Barrel_04"
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,BARREL ACCESSORY,0,2,1,Part_AR_JAK_Barrel_02_C,,"Part_AR_JAK_Barrel_01, Part_AR_JAK_Barrel_03, Part_AR_JAK_Barrel_04"
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,BARREL ACCESSORY,0,2,1,Part_AR_JAK_Barrel_03_A,,"Part_AR_JAK_Barrel_01, Part_AR_JAK_Barrel_02, Part_AR_JAK_Barrel_04"
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,BARREL ACCESSORY,0,2,1,Part_AR_JAK_Barrel_03_B,,"Part_AR_JAK_Barrel_01, Part_AR_JAK_Barrel_02, Part_AR_JAK_Barrel_04"
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,BARREL ACCESSORY,0,2,1,Part_AR_JAK_Barrel_03_C,,"Part_AR_JAK_Barrel_01, Part_AR_JAK_Barrel_02, Part_AR_JAK_Barrel_04"
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,BARREL ACCESSORY,0,2,1,Part_AR_JAK_Barrel_04_A,,"Part_AR_JAK_Barrel_02, Part_AR_JAK_Barrel_03"
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,BARREL ACCESSORY,0,2,1,Part_AR_JAK_Barrel_04_B,,"Part_AR_JAK_Barrel_02, Part_AR_JAK_Barrel_03"
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,BARREL ACCESSORY,0,2,1,Part_AR_JAK_Barrel_04_C,,"Part_AR_JAK_Barrel_02, Part_AR_JAK_Barrel_03"
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,BOLT,1,1,1,Part_AR_JAK_Bolt_01,,
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,BOLT,1,1,1,Part_AR_JAK_Bolt_02,,
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,BOLT,1,1,1,Part_AR_JAK_Bolt_03,,
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,MAGAZINE,1,1,1,Part_AR_JAK_Mag_01,,Part_AR_JAK_Barrel_04
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,MAGAZINE,1,1,1,Part_AR_JAK_Mag_02,,Part_AR_JAK_Barrel_04
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,MAGAZINE,1,1,1,Part_AR_JAK_Mag_03,,Part_AR_JAK_Barrel_04
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,MAGAZINE,1,1,1,Part_AR_JAK_Mag_04,,Part_AR_JAK_Barrel_04
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,MAGAZINE,1,1,1,Part_AR_JAK_Mag_Xbow_04,,"Part_AR_JAK_Barrel_01, Part_AR_JAK_Barrel_02, Part_AR_JAK_Barrel_03"
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,MAGAZINE,1,1,1,Part_AR_JAK_Mag_Xbow_01,,"Part_AR_JAK_Barrel_01, Part_AR_JAK_Barrel_02, Part_AR_JAK_Barrel_03"
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,MAGAZINE,1,1,1,Part_AR_JAK_Mag_Xbow_02,,"Part_AR_JAK_Barrel_01, Part_AR_JAK_Barrel_02, Part_AR_JAK_Barrel_03"
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,MAGAZINE,1,1,1,Part_AR_JAK_Mag_Xbow_03,,"Part_AR_JAK_Barrel_01, Part_AR_JAK_Barrel_02, Part_AR_JAK_Barrel_03"
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,FOREGRIP,1,1,1,Part_AR_JAK_Foregrip_01,,
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,FOREGRIP,1,1,1,Part_AR_JAK_Foregrip_02,,
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,FOREGRIP,1,1,1,Part_AR_JAK_Foregrip_03,,
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,FOREGRIP,1,1,1,Part_AR_JAK_Foregrip_04,,
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,STOCK,1,1,1,Part_AR_JAK_Stock_01,,
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,STOCK,1,1,1,Part_AR_JAK_Stock_02,,
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,STOCK,1,1,1,Part_AR_JAK_Stock_03,,
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,STOCK,1,1,1,Part_AR_JAK_Stock_04,,
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,STOCK,1,1,1,Part_AR_JAK_Stock_05,,
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,STOCK ACCESSORY,1,1,1,None,,
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,STOCK ACCESSORY,1,1,1,Part_AR_JAK_StockMod_01,Part_AR_JAK_Stock_01,
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,STOCK ACCESSORY,1,1,1,Part_AR_JAK_StockMod_02,Part_AR_JAK_Stock_02,
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,STOCK ACCESSORY,1,1,1,Part_AR_JAK_StockMod_03,Part_AR_JAK_Stock_03,
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,STOCK ACCESSORY,1,1,1,Part_AR_JAK_StockMod_04,Part_AR_JAK_Stock_04,
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,STOCK ACCESSORY,1,1,1,Part_AR_JAK_StockMod_05,Part_AR_JAK_Stock_05,
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,SCOPE,1,1,2,None,,
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,SCOPE,1,1,1,Part_AR_JAK_Scope_01,,
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,SCOPE,1,1,1,Part_AR_JAK_Scope_02,,
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,SCOPE,1,1,1,Part_AR_JAK_Scope_03,,
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,PINCUSHION,1,1,1,Part_JAK_AR_PincushionType_01,,"Part_AR_JAK_Barrel_01, Part_AR_JAK_Barrel_02, Part_AR_JAK_Barrel_03"
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,PINCUSHION,1,1,0.6,Part_JAK_AR_PincushionType_02,,"Part_AR_JAK_Barrel_01, Part_AR_JAK_Barrel_02, Part_AR_JAK_Barrel_03"
Blackpowder,ARs,02/Uncommon,Balance_AR_JAK_02_UnCommon,MATERIAL,1,1,1,Part_AR_JAK_Material_02_UnCommon,,
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,BODY,1,1,1,Part_AR_JAK_Body,,
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,TRIGGER,1,1,1,Part_AR_JAK_Trigger_01,,
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,TRIGGER,1,1,1,Part_AR_JAK_Trigger_02,,
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,TRIGGER,1,1,1,Part_AR_JAK_Trigger_03,,
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,TRIGGER,1,1,0.2,Part_AR_JAK_Trigger_04,,
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,BARREL,1,1,1,Part_AR_JAK_Barrel_01,,
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,BARREL,1,1,1,Part_AR_JAK_Barrel_02,,
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,BARREL,1,1,1,Part_AR_JAK_Barrel_03,,
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,BARREL,1,1,3,Part_AR_JAK_Barrel_04,,
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,BARREL ACCESSORY,1,3,1,Part_AR_JAK_Barrel_01_A,,"Part_AR_JAK_Barrel_02, Part_AR_JAK_Barrel_03, Part_AR_JAK_Barrel_04"
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,BARREL ACCESSORY,1,3,1,Part_AR_JAK_Barrel_01_B,,"Part_AR_JAK_Barrel_02, Part_AR_JAK_Barrel_03, Part_AR_JAK_Barrel_04"
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,BARREL ACCESSORY,1,3,1,Part_AR_JAK_Barrel_01_C,,"Part_AR_JAK_Barrel_02, Part_AR_JAK_Barrel_03, Part_AR_JAK_Barrel_04"
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,BARREL ACCESSORY,1,3,1,Part_AR_JAK_Barrel_02_A,,"Part_AR_JAK_Barrel_01, Part_AR_JAK_Barrel_03, Part_AR_JAK_Barrel_04"
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,BARREL ACCESSORY,1,3,1,Part_AR_JAK_Barrel_02_B,,"Part_AR_JAK_Barrel_01, Part_AR_JAK_Barrel_03, Part_AR_JAK_Barrel_04"
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,BARREL ACCESSORY,1,3,1,Part_AR_JAK_Barrel_02_C,,"Part_AR_JAK_Barrel_01, Part_AR_JAK_Barrel_03, Part_AR_JAK_Barrel_04"
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,BARREL ACCESSORY,1,3,1,Part_AR_JAK_Barrel_03_A,,"Part_AR_JAK_Barrel_01, Part_AR_JAK_Barrel_02, Part_AR_JAK_Barrel_04"
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,BARREL ACCESSORY,1,3,1,Part_AR_JAK_Barrel_03_B,,"Part_AR_JAK_Barrel_01, Part_AR_JAK_Barrel_02, Part_AR_JAK_Barrel_04"
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,BARREL ACCESSORY,1,3,1,Part_AR_JAK_Barrel_03_C,,"Part_AR_JAK_Barrel_01, Part_AR_JAK_Barrel_02, Part_AR_JAK_Barrel_04"
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,BARREL ACCESSORY,1,3,1,Part_AR_JAK_Barrel_04_A,,"Part_AR_JAK_Barrel_02, Part_AR_JAK_Barrel_03"
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,BARREL ACCESSORY,1,3,1,Part_AR_JAK_Barrel_04_B,,"Part_AR_JAK_Barrel_02, Part_AR_JAK_Barrel_03"
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,BARREL ACCESSORY,1,3,1,Part_AR_JAK_Barrel_04_C,,"Part_AR_JAK_Barrel_02, Part_AR_JAK_Barrel_03"
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,BOLT,1,1,1,Part_AR_JAK_Bolt_01,,
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,BOLT,1,1,1,Part_AR_JAK_Bolt_02,,
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,BOLT,1,1,1,Part_AR_JAK_Bolt_03,,
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,MAGAZINE,1,1,1,Part_AR_JAK_Mag_01,,Part_AR_JAK_Barrel_04
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,MAGAZINE,1,1,1,Part_AR_JAK_Mag_02,,Part_AR_JAK_Barrel_04
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,MAGAZINE,1,1,1,Part_AR_JAK_Mag_03,,Part_AR_JAK_Barrel_04
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,MAGAZINE,1,1,1,Part_AR_JAK_Mag_04,,Part_AR_JAK_Barrel_04
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,MAGAZINE,1,1,1,Part_AR_JAK_Mag_Xbow_04,,"Part_AR_JAK_Barrel_01, Part_AR_JAK_Barrel_02, Part_AR_JAK_Barrel_03"
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,MAGAZINE,1,1,1,Part_AR_JAK_Mag_Xbow_01,,"Part_AR_JAK_Barrel_01, Part_AR_JAK_Barrel_02, Part_AR_JAK_Barrel_03"
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,MAGAZINE,1,1,1,Part_AR_JAK_Mag_Xbow_02,,"Part_AR_JAK_Barrel_01, Part_AR_JAK_Barrel_02, Part_AR_JAK_Barrel_03"
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,MAGAZINE,1,1,1,Part_AR_JAK_Mag_Xbow_03,,"Part_AR_JAK_Barrel_01, Part_AR_JAK_Barrel_02, Part_AR_JAK_Barrel_03"
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,FOREGRIP,1,1,1,Part_AR_JAK_Foregrip_01,,
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,FOREGRIP,1,1,1,Part_AR_JAK_Foregrip_02,,
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,FOREGRIP,1,1,1,Part_AR_JAK_Foregrip_03,,
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,FOREGRIP,1,1,1,Part_AR_JAK_Foregrip_04,,
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,STOCK,1,1,1,Part_AR_JAK_Stock_01,,
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,STOCK,1,1,1,Part_AR_JAK_Stock_02,,
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,STOCK,1,1,1,Part_AR_JAK_Stock_03,,
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,STOCK,1,1,1,Part_AR_JAK_Stock_04,,
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,STOCK,1,1,1,Part_AR_JAK_Stock_05,,
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,STOCK ACCESSORY,1,1,1,None,,
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,STOCK ACCESSORY,1,1,1,Part_AR_JAK_StockMod_01,Part_AR_JAK_Stock_01,
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,STOCK ACCESSORY,1,1,1,Part_AR_JAK_StockMod_02,Part_AR_JAK_Stock_02,
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,STOCK ACCESSORY,1,1,1,Part_AR_JAK_StockMod_03,Part_AR_JAK_Stock_03,
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,STOCK ACCESSORY,1,1,1,Part_AR_JAK_StockMod_04,Part_AR_JAK_Stock_04,
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,STOCK ACCESSORY,1,1,1,Part_AR_JAK_StockMod_05,Part_AR_JAK_Stock_05,
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,SCOPE,1,1,1,None,,
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,SCOPE,1,1,1,Part_AR_JAK_Scope_01,,
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,SCOPE,1,1,1,Part_AR_JAK_Scope_02,,
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,SCOPE,1,1,1,Part_AR_JAK_Scope_03,,
Blackpowder,ARs,03/Rare,Balance_AR_JAK_03_Rare,PINCUSHION,1,1,1,Part_JAK_AR_PincushionType_01,,"Part_AR_JAK_Barrel_01, Part_AR_JAK_Barrel_02, Part_AR_JAK_Barrel_03"
