Type/Name,Melee Type,Rarity,Balance,Category,Min Parts,Max Parts,Weight,Part,Dependencies,Excluders
Generic,Axe,02/Uncommon,Balance_M_Axe_02_Uncommon,HILT MOD,1,1,1,Part_M_Axe_HiltMod_02,,
Generic,Axe,02/Uncommon,Balance_M_Axe_02_Uncommon,HILT MOD,1,1,1,Part_M_Axe_HiltMod_03,,
Generic,Axe,02/Uncommon,Balance_M_Axe_02_Uncommon,HILT MOD,1,1,1,Part_M_Axe_HiltMod_04,,
Generic,Axe,02/Uncommon,Balance_M_Axe_02_Uncommon,HILT MOD,1,1,1,Part_M_Axe_HiltMod_05,,
Generic,Axe,02/Uncommon,Balance_M_Axe_02_Uncommon,HILT MOD,1,1,1,Part_M_Axe_HiltMod_06,,
Generic,Axe,02/Uncommon,Balance_M_Axe_02_Uncommon,HILT MOD,1,1,1,Part_M_Axe_HiltMod_07,,
Generic,Axe,02/Uncommon,Balance_M_Axe_02_Uncommon,HILT MOD,1,1,1,Part_M_Axe_HiltMod_08,"Part_M_Axe_Ele_Cryo, Part_M_Axe_Ele_Dark, Part_M_Axe_Ele_Fire, Part_M_Axe_Ele_Poison, Part_M_Axe_Ele_Shock",
Generic,Axe,02/Uncommon,Balance_M_Axe_02_Uncommon,RARITY,1,1,1,Part_M_Axe_02_Uncommon,,
Generic,Axe,02/Uncommon,Balance_M_Axe_02_Uncommon,MATERIAL,1,1,1,Part_Axe_Material_02_Uncommon,,
Generic,Axe,03/Rare,Balance_M_Axe_03_Rare,BLADE,1,1,1,Part_M_Axe_Blade_01,,
Generic,Axe,03/Rare,Balance_M_Axe_03_Rare,BLADE,1,1,1,Part_M_Axe_Blade_02,,
Generic,Axe,03/Rare,Balance_M_Axe_03_Rare,BLADE,1,1,1,Part_M_Axe_Blade_03,,
Generic,Axe,03/Rare,Balance_M_Axe_03_Rare,ELEMENTAL,1,1,0.15,Part_M_Axe_Ele_Cryo,,
Generic,Axe,03/Rare,Balance_M_Axe_03_Rare,ELEMENTAL,1,1,0.15,Part_M_Axe_Ele_Shock,,
Generic,Axe,03/Rare,Balance_M_Axe_03_Rare,ELEMENTAL,1,1,0.15,Part_M_Axe_Ele_Poison,,
Generic,Axe,03/Rare,Balance_M_Axe_03_Rare,ELEMENTAL,1,1,0.15,Part_M_Axe_Ele_Fire,,
Generic,Axe,03/Rare,Balance_M_Axe_03_Rare,ELEMENTAL,1,1,0.15,Part_M_Axe_Ele_Dark,,
Generic,Axe,03/Rare,Balance_M_Axe_03_Rare,ELEMENTAL,1,1,2.5,Part_Axe_Ele_None,,
Generic,Axe,03/Rare,Balance_M_Axe_03_Rare,BLADE MOD,1,1,1,Part_M_Axe_Blade_01_A,,"Part_M_Axe_Blade_02, Part_M_Axe_Blade_03"
Generic,Axe,03/Rare,Balance_M_Axe_03_Rare,BLADE MOD,1,1,1,Part_M_Axe_Blade_01_B,,"Part_M_Axe_Blade_02, Part_M_Axe_Blade_03"
Generic,Axe,03/Rare,Balance_M_Axe_03_Rare,BLADE MOD,1,1,1,Part_M_Axe_Blade_02_B,,"Part_M_Axe_Blade_01, Part_M_Axe_Blade_03"
Generic,Axe,03/Rare,Balance_M_Axe_03_Rare,BLADE MOD,1,1,1,Part_M_Axe_Blade_02_A,,"Part_M_Axe_Blade_01, Part_M_Axe_Blade_03"
Generic,Axe,03/Rare,Balance_M_Axe_03_Rare,BLADE MOD,1,1,1,Part_M_Axe_Blade_03_B,,"Part_M_Axe_Blade_01, Part_M_Axe_Blade_02"
Generic,Axe,03/Rare,Balance_M_Axe_03_Rare,BLADE MOD,1,1,1,Part_M_Axe_Blade_03_A,,"Part_M_Axe_Blade_01, Part_M_Axe_Blade_02"
Generic,Axe,03/Rare,Balance_M_Axe_03_Rare,HILT,1,1,1,Part_M_Axe_Hilt_01,,
Generic,Axe,03/Rare,Balance_M_Axe_03_Rare,HILT,1,1,1,Part_M_Axe_Hilt_02,,
Generic,Axe,03/Rare,Balance_M_Axe_03_Rare,HILT,1,1,1,Part_M_Axe_Hilt_03,,
Generic,Axe,03/Rare,Balance_M_Axe_03_Rare,HILT MOD,1,1,1,Part_M_Axe_HiltMod_01,,
Generic,Axe,03/Rare,Balance_M_Axe_03_Rare,HILT MOD,1,1,1,Part_M_Axe_HiltMod_02,,
Generic,Axe,03/Rare,Balance_M_Axe_03_Rare,HILT MOD,1,1,1,Part_M_Axe_HiltMod_03,,
Generic,Axe,03/Rare,Balance_M_Axe_03_Rare,HILT MOD,1,1,1,Part_M_Axe_HiltMod_04,,
Generic,Axe,03/Rare,Balance_M_Axe_03_Rare,HILT MOD,1,1,1,Part_M_Axe_HiltMod_05,,
Generic,Axe,03/Rare,Balance_M_Axe_03_Rare,HILT MOD,1,1,1,Part_M_Axe_HiltMod_06,,
Generic,Axe,03/Rare,Balance_M_Axe_03_Rare,HILT MOD,1,1,1,Part_M_Axe_HiltMod_07,,
Generic,Axe,03/Rare,Balance_M_Axe_03_Rare,HILT MOD,1,1,1,Part_M_Axe_HiltMod_08,"Part_M_Axe_Ele_Cryo, Part_M_Axe_Ele_Dark, Part_M_Axe_Ele_Fire, Part_M_Axe_Ele_Poison, Part_M_Axe_Ele_Shock",
Generic,Axe,03/Rare,Balance_M_Axe_03_Rare,RARITY,1,1,1,Part_M_Axe_03_Rare,,
Generic,Axe,03/Rare,Balance_M_Axe_03_Rare,MATERIAL,1,1,1,Part_Axe_Material_03_Rare,,
Generic,Axe,04/Very Rare,Balance_M_Axe_04_VeryRare,BLADE,1,1,1,Part_M_Axe_Blade_01,,
Generic,Axe,04/Very Rare,Balance_M_Axe_04_VeryRare,BLADE,1,1,1,Part_M_Axe_Blade_02,,
Generic,Axe,04/Very Rare,Balance_M_Axe_04_VeryRare,BLADE,1,1,1,Part_M_Axe_Blade_03,,
Generic,Axe,04/Very Rare,Balance_M_Axe_04_VeryRare,ELEMENTAL,1,1,0.25,Part_M_Axe_Ele_Cryo,,
Generic,Axe,04/Very Rare,Balance_M_Axe_04_VeryRare,ELEMENTAL,1,1,0.25,Part_M_Axe_Ele_Shock,,
Generic,Axe,04/Very Rare,Balance_M_Axe_04_VeryRare,ELEMENTAL,1,1,0.25,Part_M_Axe_Ele_Poison,,
Generic,Axe,04/Very Rare,Balance_M_Axe_04_VeryRare,ELEMENTAL,1,1,0.25,Part_M_Axe_Ele_Fire,,
Generic,Axe,04/Very Rare,Balance_M_Axe_04_VeryRare,ELEMENTAL,1,1,0.25,Part_M_Axe_Ele_Dark,,
Generic,Axe,04/Very Rare,Balance_M_Axe_04_VeryRare,ELEMENTAL,1,1,1.8,Part_Axe_Ele_None,,
Generic,Axe,04/Very Rare,Balance_M_Axe_04_VeryRare,BLADE MOD,1,2,1,Part_M_Axe_Blade_01_A,,"Part_M_Axe_Blade_02, Part_M_Axe_Blade_03"
Generic,Axe,04/Very Rare,Balance_M_Axe_04_VeryRare,BLADE MOD,1,2,1,Part_M_Axe_Blade_01_B,,"Part_M_Axe_Blade_02, Part_M_Axe_Blade_03"
Generic,Axe,04/Very Rare,Balance_M_Axe_04_VeryRare,BLADE MOD,1,2,1,Part_M_Axe_Blade_02_B,,"Part_M_Axe_Blade_01, Part_M_Axe_Blade_03"
Generic,Axe,04/Very Rare,Balance_M_Axe_04_VeryRare,BLADE MOD,1,2,1,Part_M_Axe_Blade_02_A,,"Part_M_Axe_Blade_01, Part_M_Axe_Blade_03"
Generic,Axe,04/Very Rare,Balance_M_Axe_04_VeryRare,BLADE MOD,1,2,1,Part_M_Axe_Blade_03_B,,"Part_M_Axe_Blade_01, Part_M_Axe_Blade_02"
Generic,Axe,04/Very Rare,Balance_M_Axe_04_VeryRare,BLADE MOD,1,2,1,Part_M_Axe_Blade_03_A,,"Part_M_Axe_Blade_01, Part_M_Axe_Blade_02"
Generic,Axe,04/Very Rare,Balance_M_Axe_04_VeryRare,HILT,1,1,1,Part_M_Axe_Hilt_01,,
Generic,Axe,04/Very Rare,Balance_M_Axe_04_VeryRare,HILT,1,1,1,Part_M_Axe_Hilt_02,,
Generic,Axe,04/Very Rare,Balance_M_Axe_04_VeryRare,HILT,1,1,1,Part_M_Axe_Hilt_03,,
Generic,Axe,04/Very Rare,Balance_M_Axe_04_VeryRare,HILT MOD,1,1,1,Part_M_Axe_HiltMod_01,,
Generic,Axe,04/Very Rare,Balance_M_Axe_04_VeryRare,HILT MOD,1,1,1,Part_M_Axe_HiltMod_02,,
Generic,Axe,04/Very Rare,Balance_M_Axe_04_VeryRare,HILT MOD,1,1,1,Part_M_Axe_HiltMod_03,,
Generic,Axe,04/Very Rare,Balance_M_Axe_04_VeryRare,HILT MOD,1,1,1,Part_M_Axe_HiltMod_04,,
Generic,Axe,04/Very Rare,Balance_M_Axe_04_VeryRare,HILT MOD,1,1,1,Part_M_Axe_HiltMod_05,,
Generic,Axe,04/Very Rare,Balance_M_Axe_04_VeryRare,HILT MOD,1,1,1,Part_M_Axe_HiltMod_06,,
Generic,Axe,04/Very Rare,Balance_M_Axe_04_VeryRare,HILT MOD,1,1,1,Part_M_Axe_HiltMod_07,,
Generic,Axe,04/Very Rare,Balance_M_Axe_04_VeryRare,HILT MOD,1,1,1,Part_M_Axe_HiltMod_08,"Part_M_Axe_Ele_Cryo, Part_M_Axe_Ele_Dark, Part_M_Axe_Ele_Fire, Part_M_Axe_Ele_Poison, Part_M_Axe_Ele_Shock",
Generic,Axe,04/Very Rare,Balance_M_Axe_04_VeryRare,RARITY,1,1,1,Part_M_Axe_04_VeryRare,,
Generic,Axe,04/Very Rare,Balance_M_Axe_04_VeryRare,MATERIAL,1,1,1,Part_Axe_Material_04_VeryRare,,
Generic,Blunt,01/Common,Balance_M_Blunt_01_Common,HEAD,1,1,1,Part_M_Blunt_Blade_01,,
Generic,Blunt,01/Common,Balance_M_Blunt_01_Common,HEAD,1,1,1,Part_M_Blunt_Blade_02,,
Generic,Blunt,01/Common,Balance_M_Blunt_01_Common,HEAD,1,1,1,Part_M_Blunt_Blade_03,,
Generic,Blunt,01/Common,Balance_M_Blunt_01_Common,ELEMENTAL,1,1,1,Part_M_Blunt_Ele_None,,
Generic,Blunt,01/Common,Balance_M_Blunt_01_Common,HILT,1,1,1,Part_M_Blunt_Hilt_01,"Part_M_Blunt_Ele_Cryo, Part_M_Blunt_Ele_Dark, Part_M_Blunt_Ele_Fire, Part_M_Blunt_Ele_Poison, Part_M_Blunt_Ele_Shock",
Generic,Blunt,01/Common,Balance_M_Blunt_01_Common,HILT,1,1,1,Part_M_Blunt_Hilt_02,"Part_M_Blunt_Ele_Cryo, Part_M_Blunt_Ele_Dark, Part_M_Blunt_Ele_Fire, Part_M_Blunt_Ele_Poison, Part_M_Blunt_Ele_Shock",
Generic,Blunt,01/Common,Balance_M_Blunt_01_Common,HILT,1,1,1,Part_M_Blunt_Hilt_03,,
Generic,Blunt,01/Common,Balance_M_Blunt_01_Common,HILT MOD,1,1,1,Part_M_Blunt_HiltMod_C_01,,
Generic,Blunt,01/Common,Balance_M_Blunt_01_Common,HILT MOD,1,1,1,Part_M_Blunt_HiltMod_C_02,,
Generic,Blunt,01/Common,Balance_M_Blunt_01_Common,HILT MOD,1,1,1,Part_M_Blunt_HiltMod_C_03,,
Generic,Blunt,01/Common,Balance_M_Blunt_01_Common,RARITY,1,1,1,Part_M_Blunt_01_Common,,
Generic,Blunt,01/Common,Balance_M_Blunt_01_Common,MATERIAL,1,1,1,Part_Blunt_Material_01_Common,,
Generic,Blunt,02/Uncommon,Balance_M_Blunt_02_Uncommon,HEAD,1,1,1,Part_M_Blunt_Blade_01,,
Generic,Blunt,02/Uncommon,Balance_M_Blunt_02_Uncommon,HEAD,1,1,1,Part_M_Blunt_Blade_02,,
Generic,Blunt,02/Uncommon,Balance_M_Blunt_02_Uncommon,HEAD,1,1,1,Part_M_Blunt_Blade_03,,
Generic,Blunt,02/Uncommon,Balance_M_Blunt_02_Uncommon,ELEMENTAL,1,1,0.1,Part_M_Blunt_Ele_Cryo,,
Generic,Blunt,02/Uncommon,Balance_M_Blunt_02_Uncommon,ELEMENTAL,1,1,0.1,Part_M_Blunt_Ele_Shock,,
Generic,Blunt,02/Uncommon,Balance_M_Blunt_02_Uncommon,ELEMENTAL,1,1,0.1,Part_M_Blunt_Ele_Poison,,
Generic,Blunt,02/Uncommon,Balance_M_Blunt_02_Uncommon,ELEMENTAL,1,1,0.1,Part_M_Blunt_Ele_Fire,,
Generic,Blunt,02/Uncommon,Balance_M_Blunt_02_Uncommon,ELEMENTAL,1,1,0.1,Part_M_Blunt_Ele_Dark,,
Generic,Blunt,02/Uncommon,Balance_M_Blunt_02_Uncommon,ELEMENTAL,1,1,3,Part_M_Blunt_Ele_None,,
Generic,Blunt,02/Uncommon,Balance_M_Blunt_02_Uncommon,HEAD MOD,0,1,1,Part_M_Blunt_Blade_01_A,"Part_M_Blunt_Ele_Cryo, Part_M_Blunt_Ele_Dark, Part_M_Blunt_Ele_Fire, Part_M_Blunt_Ele_Poison, Part_M_Blunt_Ele_Shock","Part_M_Blunt_Blade_02, Part_M_Blunt_Blade_03"
Generic,Blunt,02/Uncommon,Balance_M_Blunt_02_Uncommon,HEAD MOD,0,1,1,Part_M_Blunt_Blade_01_B,"Part_M_Blunt_Ele_Cryo, Part_M_Blunt_Ele_Dark, Part_M_Blunt_Ele_Fire, Part_M_Blunt_Ele_Poison, Part_M_Blunt_Ele_Shock","Part_M_Blunt_Blade_02, Part_M_Blunt_Blade_03"
Generic,Blunt,02/Uncommon,Balance_M_Blunt_02_Uncommon,HEAD MOD,0,1,1,Part_M_Blunt_Blade_02_B,,"Part_M_Blunt_Blade_01, Part_M_Blunt_Blade_03"
Generic,Blunt,02/Uncommon,Balance_M_Blunt_02_Uncommon,HEAD MOD,0,1,1,Part_M_Blunt_Blade_02_A,,"Part_M_Blunt_Blade_01, Part_M_Blunt_Blade_03"
Generic,Blunt,02/Uncommon,Balance_M_Blunt_02_Uncommon,HEAD MOD,0,1,1,Part_M_Blunt_Blade_03_A,,"Part_M_Blunt_Blade_01, Part_M_Blunt_Blade_02"
Generic,Blunt,02/Uncommon,Balance_M_Blunt_02_Uncommon,HEAD MOD,0,1,1,Part_M_Blunt_Blade_03_B,"Part_M_Blunt_Ele_Cryo, Part_M_Blunt_Ele_Dark, Part_M_Blunt_Ele_Fire, Part_M_Blunt_Ele_Poison, Part_M_Blunt_Ele_Shock","Part_M_Blunt_Blade_01, Part_M_Blunt_Blade_02"
Generic,Blunt,02/Uncommon,Balance_M_Blunt_02_Uncommon,HILT,1,1,1,Part_M_Blunt_Hilt_01,"Part_M_Blunt_Ele_Cryo, Part_M_Blunt_Ele_Dark, Part_M_Blunt_Ele_Fire, Part_M_Blunt_Ele_Poison, Part_M_Blunt_Ele_Shock",
Generic,Blunt,02/Uncommon,Balance_M_Blunt_02_Uncommon,HILT,1,1,1,Part_M_Blunt_Hilt_02,"Part_M_Blunt_Ele_Cryo, Part_M_Blunt_Ele_Dark, Part_M_Blunt_Ele_Fire, Part_M_Blunt_Ele_Poison, Part_M_Blunt_Ele_Shock",
Generic,Blunt,02/Uncommon,Balance_M_Blunt_02_Uncommon,HILT,1,1,1,Part_M_Blunt_Hilt_03,,
Generic,Blunt,02/Uncommon,Balance_M_Blunt_02_Uncommon,HILT MOD,1,1,1,Part_M_Blunt_HiltMod_01,,
Generic,Blunt,02/Uncommon,Balance_M_Blunt_02_Uncommon,HILT MOD,1,1,1,Part_M_Blunt_HiltMod_02,,
Generic,Blunt,02/Uncommon,Balance_M_Blunt_02_Uncommon,HILT MOD,1,1,1,Part_M_Blunt_HiltMod_03,,
Generic,Blunt,02/Uncommon,Balance_M_Blunt_02_Uncommon,HILT MOD,1,1,1,Part_M_Blunt_HiltMod_04,,
Generic,Blunt,02/Uncommon,Balance_M_Blunt_02_Uncommon,HILT MOD,1,1,1,Part_M_Blunt_HiltMod_05,,
Generic,Blunt,02/Uncommon,Balance_M_Blunt_02_Uncommon,HILT MOD,1,1,1,Part_M_Blunt_HiltMod_06,,
Generic,Blunt,02/Uncommon,Balance_M_Blunt_02_Uncommon,HILT MOD,1,1,1,Part_M_Blunt_HiltMod_07,,
Generic,Blunt,02/Uncommon,Balance_M_Blunt_02_Uncommon,HILT MOD,1,1,1,Part_M_Blunt_HiltMod_08,"Part_M_Blunt_Ele_Cryo, Part_M_Blunt_Ele_Dark, Part_M_Blunt_Ele_Fire, Part_M_Blunt_Ele_Poison, Part_M_Blunt_Ele_Shock",
Generic,Blunt,02/Uncommon,Balance_M_Blunt_02_Uncommon,RARITY,1,1,1,Part_M_Blunt_02_Uncommon,,
Generic,Blunt,02/Uncommon,Balance_M_Blunt_02_Uncommon,MATERIAL,1,1,1,Part_Blunt_Material_02_Uncommon,,
Generic,Blunt,03/Rare,Balance_M_Blunt_03_Rare,HEAD,1,1,1,Part_M_Blunt_Blade_01,,
Generic,Blunt,03/Rare,Balance_M_Blunt_03_Rare,HEAD,1,1,1,Part_M_Blunt_Blade_02,,
Generic,Blunt,03/Rare,Balance_M_Blunt_03_Rare,HEAD,1,1,1,Part_M_Blunt_Blade_03,,
Generic,Blunt,03/Rare,Balance_M_Blunt_03_Rare,ELEMENTAL,1,1,0.15,Part_M_Blunt_Ele_Cryo,,
Generic,Blunt,03/Rare,Balance_M_Blunt_03_Rare,ELEMENTAL,1,1,0.15,Part_M_Blunt_Ele_Shock,,
Generic,Blunt,03/Rare,Balance_M_Blunt_03_Rare,ELEMENTAL,1,1,0.15,Part_M_Blunt_Ele_Poison,,
Generic,Blunt,03/Rare,Balance_M_Blunt_03_Rare,ELEMENTAL,1,1,0.15,Part_M_Blunt_Ele_Fire,,
Generic,Blunt,03/Rare,Balance_M_Blunt_03_Rare,ELEMENTAL,1,1,0.15,Part_M_Blunt_Ele_Dark,,
Generic,Blunt,03/Rare,Balance_M_Blunt_03_Rare,ELEMENTAL,1,1,2.5,Part_M_Blunt_Ele_None,,
Generic,Blunt,03/Rare,Balance_M_Blunt_03_Rare,HEAD MOD,1,1,1,Part_M_Blunt_Blade_01_A,"Part_M_Blunt_Ele_Cryo, Part_M_Blunt_Ele_Dark, Part_M_Blunt_Ele_Fire, Part_M_Blunt_Ele_Poison, Part_M_Blunt_Ele_Shock","Part_M_Blunt_Blade_02, Part_M_Blunt_Blade_03"
Generic,Blunt,03/Rare,Balance_M_Blunt_03_Rare,HEAD MOD,1,1,1,Part_M_Blunt_Blade_01_B,"Part_M_Blunt_Ele_Cryo, Part_M_Blunt_Ele_Dark, Part_M_Blunt_Ele_Fire, Part_M_Blunt_Ele_Poison, Part_M_Blunt_Ele_Shock","Part_M_Blunt_Blade_02, Part_M_Blunt_Blade_03"
Generic,Blunt,03/Rare,Balance_M_Blunt_03_Rare,HEAD MOD,1,1,1,Part_M_Blunt_Blade_02_B,,"Part_M_Blunt_Blade_01, Part_M_Blunt_Blade_03"
Generic,Blunt,03/Rare,Balance_M_Blunt_03_Rare,HEAD MOD,1,1,1,Part_M_Blunt_Blade_02_A,,"Part_M_Blunt_Blade_01, Part_M_Blunt_Blade_03"
Generic,Blunt,03/Rare,Balance_M_Blunt_03_Rare,HEAD MOD,1,1,1,Part_M_Blunt_Blade_03_A,,"Part_M_Blunt_Blade_01, Part_M_Blunt_Blade_02"
Generic,Blunt,03/Rare,Balance_M_Blunt_03_Rare,HEAD MOD,1,1,1,Part_M_Blunt_Blade_03_B,"Part_M_Blunt_Ele_Cryo, Part_M_Blunt_Ele_Dark, Part_M_Blunt_Ele_Fire, Part_M_Blunt_Ele_Poison, Part_M_Blunt_Ele_Shock","Part_M_Blunt_Blade_01, Part_M_Blunt_Blade_02"
Generic,Blunt,03/Rare,Balance_M_Blunt_03_Rare,HILT,1,1,1,Part_M_Blunt_Hilt_01,"Part_M_Blunt_Ele_Cryo, Part_M_Blunt_Ele_Dark, Part_M_Blunt_Ele_Fire, Part_M_Blunt_Ele_Poison, Part_M_Blunt_Ele_Shock",
Generic,Blunt,03/Rare,Balance_M_Blunt_03_Rare,HILT,1,1,1,Part_M_Blunt_Hilt_02,"Part_M_Blunt_Ele_Cryo, Part_M_Blunt_Ele_Dark, Part_M_Blunt_Ele_Fire, Part_M_Blunt_Ele_Poison, Part_M_Blunt_Ele_Shock",
Generic,Blunt,03/Rare,Balance_M_Blunt_03_Rare,HILT,1,1,1,Part_M_Blunt_Hilt_03,,
Generic,Blunt,03/Rare,Balance_M_Blunt_03_Rare,HILT MOD,1,1,1,Part_M_Blunt_HiltMod_01,,
Generic,Blunt,03/Rare,Balance_M_Blunt_03_Rare,HILT MOD,1,1,1,Part_M_Blunt_HiltMod_02,,
Generic,Blunt,03/Rare,Balance_M_Blunt_03_Rare,HILT MOD,1,1,1,Part_M_Blunt_HiltMod_03,,
Generic,Blunt,03/Rare,Balance_M_Blunt_03_Rare,HILT MOD,1,1,1,Part_M_Blunt_HiltMod_04,,
Generic,Blunt,03/Rare,Balance_M_Blunt_03_Rare,HILT MOD,1,1,1,Part_M_Blunt_HiltMod_05,,
Generic,Blunt,03/Rare,Balance_M_Blunt_03_Rare,HILT MOD,1,1,1,Part_M_Blunt_HiltMod_06,,
Generic,Blunt,03/Rare,Balance_M_Blunt_03_Rare,HILT MOD,1,1,1,Part_M_Blunt_HiltMod_07,,
Generic,Blunt,03/Rare,Balance_M_Blunt_03_Rare,HILT MOD,1,1,1,Part_M_Blunt_HiltMod_08,"Part_M_Blunt_Ele_Cryo, Part_M_Blunt_Ele_Dark, Part_M_Blunt_Ele_Fire, Part_M_Blunt_Ele_Poison, Part_M_Blunt_Ele_Shock",
Generic,Blunt,03/Rare,Balance_M_Blunt_03_Rare,RARITY,1,1,1,Part_M_Blunt_03_Rare,,
Generic,Blunt,03/Rare,Balance_M_Blunt_03_Rare,MATERIAL,1,1,1,Part_Blunt_Material_03_Rare,,
Generic,Blunt,04/Very Rare,Balance_M_Blunt_04_VeryRare,HEAD,1,1,1,Part_M_Blunt_Blade_01,,
Generic,Blunt,04/Very Rare,Balance_M_Blunt_04_VeryRare,HEAD,1,1,1,Part_M_Blunt_Blade_02,,
Generic,Blunt,04/Very Rare,Balance_M_Blunt_04_VeryRare,HEAD,1,1,1,Part_M_Blunt_Blade_03,,
Generic,Blunt,04/Very Rare,Balance_M_Blunt_04_VeryRare,ELEMENTAL,1,1,0.25,Part_M_Blunt_Ele_Cryo,,
Generic,Blunt,04/Very Rare,Balance_M_Blunt_04_VeryRare,ELEMENTAL,1,1,0.25,Part_M_Blunt_Ele_Dark,,
Generic,Blunt,04/Very Rare,Balance_M_Blunt_04_VeryRare,ELEMENTAL,1,1,0.25,Part_M_Blunt_Ele_Fire,,
Generic,Blunt,04/Very Rare,Balance_M_Blunt_04_VeryRare,ELEMENTAL,1,1,0.25,Part_M_Blunt_Ele_Poison,,
Generic,Blunt,04/Very Rare,Balance_M_Blunt_04_VeryRare,ELEMENTAL,1,1,0.25,Part_M_Blunt_Ele_Shock,,
Generic,Blunt,04/Very Rare,Balance_M_Blunt_04_VeryRare,ELEMENTAL,1,1,1.8,Part_M_Blunt_Ele_None,,
